Session:,,Poster,Title:,Assessing learning of Newtonian concepts after instruction,Meeting:,"2007 AAPT Summer Meeting: Greensboro, NC",Location:,Pre-Function,Date:,"Wednesday, Aug.01",<b> Time: </b>,8:00AM - 9:00AM,<b> Author: </b>,Olivier Espinosa,<b> Co-Author(s): </b>,"Hugo Alarcon, Genaro Zavala","Recently we have been interested in assessing and improving physics learning at Universidad Tecnica Federico Santa Maria, in Valparaiso, Chile, which is mainly an engineering school. In particular we have studied the effect of our instruction covering Newton?s laws applications on the learning of Newtonian physics concepts. The FCI (1) has been used as an instrument to assess the effectiveness of instruction (2, 3) on students' learning of basic Newtonian kinematics and force concepts by administering it as pre-test before and as post-test right after the instruction of Newton?s laws. In a typical calculus-based course of mechanics this material is covered in about the first third of the course, while the rest of the course is devoted to applications of Newton's laws (conservation of energy and momentum, rotational dynamics). In this poster we will present the results of an experiment in which we use the FCI to analyze how the learning of fundamental Newtonian concepts is affected by the instruction on Newton?s laws applications.","(1) Hesteness, D., Wells, M., & Swackhamer, G. (1992). Force Concept Inventory. The Physics Teacher 30, 141-58. (2) Hake, R. (1998). Interactive engagement vs traditional methods: a six-thousand student survey of mechanics test data for introductory physics. American Journal of Physics 66, 64-74. (3) Redish, E. F., Saul, J. M., and Steinberg, R.N. (1997). On the effectiveness of active-engagement microcomputer-based laboratories. American Journal of Physics 65, 45-54."
Session:,,Invited,Title:,Plenary I: Max Dresden 2nd Memorial Lecture,Meeting:,"2007 AAPT Summer Meeting: Greensboro, NC",Location:,Imperial D,Date:,"Monday, Jul.30",<b> Time: </b>,11:00AM - 12:00PM,<b> Author: </b>,"Gerry Wheeler, National Science Teachers Association",<b> Co-Author(s): </b>,None,"Gerald F. Wheeler, Executive Director, National Science Teachers Association (Arlington, VA), speaks on ""The Many Ways to Do Physics."" As the Executive Director of the National Science Teachers Association (NSTA), Wheeler heads the worlds largest professional organization representing science educators of all grade levels. Prior to joining NSTA, Wheeler was Director of the Science/Math Resource Center and Professor of Physics at Montana State University. He also headed the Public Understanding of Science and Technology Division at the American Association for the Advancement of Science (AAAS) and has served as President of the American Association of Physics Teachers (AAPT). Wheeler received an undergraduate degree in science education from Boston University and a Masters degree in physics and a PhD in experimental nuclear physics, both from the State University of New York at Stony Brook. Between undergraduate and graduate school, he taught high school physics, chemistry, and physical science. For much of his career Wheeler has played a key role in the development of mass media projects that showcase science for students. He was involved in the creation of 3-2-1 Contact for the Childrens Television Workshop, served on advisory boards for the Voyage of the Mimi and the PBS childrens series CRO, and created and hosted Sidewalk Science. Wheeler is the recipient of numerous awards for his teaching and mass media work, including outstanding teaching awards from Temple University, the University of Hartford, and Montana State University, as well as the AAPT Millikan Award.",None
Session:,,Invited,Title:,Klopsteg Memorial Award Lecture,Meeting:,"2007 AAPT Summer Meeting: Greensboro, NC",Location:,Imperial D,Date:,"Monday, Jul.30",<b> Time: </b>,2:00PM - 3:00PM,<b> Author: </b>,"Neil Tyson, American Museum of Natural History",<b> Co-Author(s): </b>,None,"Neil deGrasse Tyson, Astrophysicist and Director, Hayden Planetarium, American Museum of Natural History (New York), speaks on ""Adventures in Science Illiteracy."" Tyson earned his BA in physics from Harvard and his PhD in Astrophysics from Columbia. Tysons professional research interests are broad, but include star formation, exploding stars, dwarf galaxies, and the structure of our Milky Way. Tyson obtains his data from the Hubble Space Telescope, as well as from telescopes in California, New Mexico, Arizona, and in the Andes Mountains of Chile. In addition to dozens of professional publications, Tyson has written, and continues to write for the public. He is a monthly essayist for Natural History magazine under the title Universe. And among Tysons seven books are his memoir The Sky is Not the Limit: Adventures of an Urban Astrophysicist; and Origins: Fourteen Billion Years of Cosmic Evolution, co-written with Donald Goldsmith. Origins is the companion book to the PBS-NOVA 4-part mini-series Origins, in which Tyson serves as on-camera host. Tyson is the recipient of seven honorary doctorates and the NASA Distinguished Public Service Medal. His contributions to the public appreciation of the cosmos have been recognized by the International Astronomical Union in their official naming of asteroid 13123 Tyson. Tyson is the first occupant of the Frederick P. Rose Directorship of the Hayden Planetarium, where he also teaches.",None
Session:,,Invited,Title:,Robert A. Millikan Award Lecture,Meeting:,"2007 AAPT Summer Meeting: Greensboro, NC",Location:,Imperial D,Date:,"Tuesday, Jul.31",<b> Time: </b>,11:00AM - 12:00PM,<b> Author: </b>,"David Sokoloff, Department of Physics",<b> Co-Author(s): </b>,None,"David Sokoloff, Professor of Physics, University of Oregon (Eugene, OR), speaks on ""Building a New, More Exciting Mouse Trap Is Not Enough."" Sokoloff is Professor of Physics at the University of Oregon. He began his studies of physics at Queens College of the City University of New York, and went on to earn his PhD in AMO physics from the Massachusetts Institute of Technology in 1972 under Ali Javan. Prior to his current position, he was a faculty member at Western Illinois University and University of Michigan, Dearborn. He has held visiting positions at California Polytechnic State University, San Luis Obispo, and Tufts University, and spent a year as Science Director of WISTEC, the hands-on science center in Eugene, Oregon. His physics curriculum development work and extensive dissemination efforts are nationally and internationally recognized. For over two decades, he has conducted research into students understandings of physics, and used the results of this research to develop active learning approaches to enhance student understanding in introductory physics courses. These new curriculawhich were developed with longtime colleagues Ronald Thornton and Priscilla Lawsinclude the four modules of RealTime Physics: Active Learning Laboratories (RTP) and Interactive Lecture Demonstrations (ILDs), both of which are published by John Wiley and Sons. Since 1999, he has been part of a UNESCO team presenting active learning workshops in Australia, Vietnam, Korea, Sri Lanka, Ghana, Tunisia, Morocco, India, Tanzania, and Brazil. Sokoloff is the editor of Active Learning in Optics and Photonics, the training manual published by UNESCO for use in the most recent series of these workshops in developing countries. He was awarded the Distinguished Service Citation by the American Association of Physics Teachers in 1997.",None
Session:,,Invited,Title:,"Plenary II: Janet Guthrie, ""Racing As Metaphor""",Meeting:,"2007 AAPT Summer Meeting: Greensboro, NC",Location:,Imperial D,Date:,"Tuesday, Jul.31",<b> Time: </b>,2:00PM - 3:00PM,<b> Author: </b>,"Janet Guthrie,",<b> Co-Author(s): </b>,None,"Janet Guthrie is President, Guthrie Racing LLC (Aspen, CO). Before becoming the first woman ever to compete in the Indianapolis 500 and the Daytona 500, Janet Guthrie had a diversified background. She was a pilot and flight instructor, an aerospace engineer, a technical editor, and a public representative for major U.S. corporations. She had 13 years of experience on sports car road-racing circuits, building and maintaining her own race cars, before being invited to test a car for Indianapolis. She graduated from the University of Michigan with a BSc in physics, then joined Republic Aviation in Farmingdale, NY, as a research and development engineer, working on aerospace programs. Meanwhile, she purchased a Jaguar XK 120 coupe and began competing in gymkhanas, field trials, and hill climbs. This led to the purchase of a Jaguar XK 140 for competition in Sports Car Club of America races. In 1977 she became the first woman to qualify for and compete in the Indianapolis 500; she was also first woman and Top Rookie at the Daytona 500 in the same year. She finished ninth in the Indianapolis 500 in 1978, with a team she formed and managed herself. Her 2005 autobiography, Janet Guthrie: A Life at Full Throttle, was described by Sports Illustrated as an uplifting work that is one of the best books ever written about racing. Drawing on her difficult and sometimes hilarious experiences as the first woman ever to compete in this countrys major oval-track auto races, Guthrie speaks of the qualities necessary for anyone to be successful on a fast track.",None
Session:,,Invited,Title:,Excellence in Teaching Awards and Lectures,Meeting:,"2007 AAPT Summer Meeting: Greensboro, NC",Location:,Imperial D,Date:,"Wednesday, Aug.01",<b> Time: </b>,11:00AM - 12:00PM,<b> Author: </b>,"Jan Mader, Great Falls High school",<b> Co-Author(s): </b>,None,"Lecture 1: Excellence in Pre-College Physics Teaching Award Recipient Jan Mader, Great Falls High School (Great Falls, MT) speaks on ""Those Who Can Teach."" When Jan Mader was in the second grade she came home to inform her mother that she was going to be a nuclear physicist. She attended Montana State University on a physics scholarship graduating with a BS in physics with an education endorsement. In 1988 as a National Diffusion Network Teacher Trainer in PRISMS and the Mechanical Universe, Mader began providing physics inservice to physics and physical science teachers throughout the United States. She was awarded a NASA Fellowship in 1990 and received an MS from the University of Northern Iowa with an emphasis in Physics Education. She was director of the Space Science Activities Workshop for the University of Northern IowaSummers 1991-1994, and director of the Dwight D. Eisenhower funded Mathematics and Science Team Spring Workshops and Summer Institute for 1998. Maders affiliation with AAPT and the PTRA program began in 1987 when she attended the AAPT/PTRA program in Bozeman MT. She was the dorm mom for the meeting under the direction of Larry Kirkpatrick. From that summer forward she became an AAPT groupie attending both Winter and Summer meetings, serving on assorted committees, providing paper sessions and workshops and becoming an official PTRA in 1992. Mader has authored or coauthored curriculum for Waves, Optics, and Holography for MSUs STIR Program, S.P.A.S.E: Space Science Projects and Activities for Secondary Education; for the Iowa Space Consortium, and more. Mader is a physics and holography instructor at Great Falls High School in Great Falls, MT. Her motto is: Those Who Can Teach and her students will tell you that a day without physics does not exist.",None
Session:,,Invited,Title:,"Plenary III: George Coyne, ""Dance of the Fertile Universe: Cosmic and Human Evolution""",Meeting:,"2007 AAPT Summer Meeting: Greensboro, NC",Location:,Imperial D,Date:,"Wednesday, Aug.01",<b> Time: </b>,2:00PM - 3:00PM,<b> Author: </b>,"George Coyne, University of Arizona",<b> Co-Author(s): </b>,None,"George Coyne is Adjunct Professor of Astronomy, University of Arizona (Tucson, AZ) and Former Director of the Vatican Observatory (Rome, Italy). Coyne obtained his PhD in Astronomy from Georgetown University (Washington, DC) in 1962 and the Licentiate in Theology from Woodstock College (Maryland) in 1966. In addition he has received PhD degrees honoris causa from St. Peters University (New Jersey), Loyola University (Chicago), The University of Padua (Italy), the Jagellonian University (Krakow, Poland) and Marquette University (Milwaukee). Since 1966 he has been associated with astronomy programs at the University of Arizona (Tucson) and from 1976 to 1980 he served in various capacities in the administration of the astronomical observatories at that university. From 1978 until 2006 he was Director of the Vatican Observatory (Specola Vaticana), which has its headquarters at Castel Gandolfo (Rome, Italy) and a research branch at the University of Arizona in Tucson. His research interests have ranged from the study of the lunar surface to the birth of stars; and he pioneered a special technique, polarimetry, as a powerful tool in astronomical research. Currently he is studying cataclysmic variable stars, the interstellar dust in the Magellanic Clouds, and the detection of protoplanetary disks. Parallel to his scientific research he has developed an interest in the history and philosophy of science and in the relationship between science and religion.",None
Session:,New Technologies for Teaching and Learning,Contributed,Title:,Using Infinite Physics Simulator 2.0,Meeting:,"2007 AAPT Summer Meeting: Greensboro, NC",Location:,Imperial G,Date:,"Monday, Jul.30",<b> Time: </b>,3:40PM - 3:50PM,<b> Author: </b>,"Jeremy R Wood, Hazard Community and Technical College",<b> Co-Author(s): </b>,None,"Participants will be shown how to use a new physics simulation and tutorial authoring software called Infinite Physics Simulator 2.0 for Windows and be shown the results of testing on the software at a 2 year college. The software focuses on four core areas: Optics, Vectors, DC Circuits and Electrostatics. Physics objects are inserted directly onto a page and behave like the real-world objects. Objects such as prisms, lenses, resistors, capacitors, batteries, point charges, and other objects are available from the objects toolbar. Ambient properties such as gravity and index of refraction can also be changed. Using the linear regression tool, entire labs can be performed on a variety of topics such as Coulomb?s law, Ohm?s law and more. The user can use physics objects along with their own text, graphics and animations to teach other areas of physics beyond the core. Students play tutorials using the free viewer version.",None
Session:,,Contributed,Title:,Teaching Newtonian Physics with 3D Simulation Problem Solving Software,Meeting:,"2007 AAPT Summer Meeting: Greensboro, NC",Location:,Imperial C,Date:,"Tuesday, Jul.31",<b> Time: </b>,5:20PM - 5:30PM,<b> Author: </b>,"Chris Stevenson, Mosaic Education",<b> Co-Author(s): </b>,Matt Brinton,"Under funding from the National Science Foundation, Mosaic Education is developing 3D simulation software for problem solving and experimentation in the field of Newtonian Physics. Using the software, students will design and experiment with their own real-world mechanical objects to solve problems related to core physics principles. Based on an advanced model of physics pedagogy, the software will automatically assesses student comprehension, and provide relevant feedback and instruction. Integrated visualization tools will allow students to view velocity and force vectors, and plot values such as position, velocity, acceleration and force. Accompanying teacher tools will enable teachers to create their own problems, track student achievement, and manage collaboration and competition within a class or between classes. The software will provide a highly engaging and motivational environment for today?s students to construct their understanding of core physics concepts.",None
Session:,,Invited,Title:,Flexible Software for Computer-Based Problem Solving Labs,Meeting:,"2007 AAPT Summer Meeting: Greensboro, NC",Location:,Imperial B,Date:,"Tuesday, Jul.31",<b> Time: </b>,10:00AM - 10:30AM,<b> Author: </b>,"Brita Nellermoe, University of Minnesota",<b> Co-Author(s): </b>,Jennifer Docktor,"Engaging Introductory Physics students in a laboratory environment is challenging. Laboratories are also constantly changing to accommodate new technology, new pedagogy, or new laboratory ideas. It is important to have a laboratory structure flexible enough to suit both students and faculty. The University of Minnesota uses computer-based laboratory problems to help engage students and encourage them to think critically in a laboratory setting. To provide flexibility, the software is based on a commercial product available in most physics departments, LabVIEW. Here we will discuss the problem structure and software behind the computer-based laboratory pedagogy, its use in teaching laboratories, and its flexibility to adapt instructor preferences.",None
Session:,,Contributed,Title:,Creating Guided Inquiry Activities Using PhET Simulations,Meeting:,"2007 AAPT Summer Meeting: Greensboro, NC",Location:,Imperial C,Date:,"Tuesday, Jul.31",<b> Time: </b>,5:00PM - 5:10PM,<b> Author: </b>,Trish Loeblein,<b> Co-Author(s): </b>,None,"Do you want to help your students make sense of Physics and Physical Science? The Physics Education Technology (PhET) Project has developed over 60 simulations for teaching and learning introductory physics at the middle school, high school, and college levels. These research-based simulations create animated, interactive, game-like environments that are designed to engage students in active thinking, encourage experimentation, and help develop visual and conceptual models of physical phenomena, emphasizing their connections to everyday life. The simulations are free, and can be run from the PhET website ( http://phet.colorado.edu) or downloaded to a local computer for off-line use. The PhET team has designed a set of guidelines that help teachers integrate the simulations into lessons using guided inquiry. This sesson will help you design effective, inquiry-based lessons using these guidelines to provide activities for students to construct their own understanding of physics and physical science ideas.",None
Session:,Integrating Computation into the Curriculum,Poster,Title:,A Blend of Computational Physics and Classical Mechanics,Meeting:,"2007 AAPT Summer Meeting: Greensboro, NC",Location:,Oak B-C,Date:,"Monday, Jul.30",<b> Time: </b>,9:30PM - 10:00PM,<b> Author: </b>,"Javier E Hasbun, University of West Georgia",<b> Co-Author(s): </b>,None,"At the University of West Georgia physics department students have the option of enrolling in a computational physics course that makes use of Fortran, Matlab, Maple, and Latex.(1) Offerings of similar courses at various institutions appears to be a national trend. Next, we need to practice and employ learned computational concepts in upper level physics courses. I will present the approach I have taken in incorporating Matlab into a classical mechanics textbook.(2) While the analytic approach is retained, the computational environment is blended with Matlab scripts. For students who have previously enrolled in a computational physics course, this enhances the course?s key concepts. For students without a computational background, exposure to the use of computational physics in classical mechanics is essential without the need to become experts in programming. 1 Computation and Problem Solving in Undergraduate Physics by David M Cook . 2 To be published, Jones and Bartlett Publishers.",
Session:,,Contributed,Title:,Labs a la PER!,Meeting:,"2007 AAPT Summer Meeting: Greensboro, NC",Location:,Imperial A,Date:,"Wednesday, Aug.01",<b> Time: </b>,4:00PM - 4:10PM,<b> Author: </b>,"Taoufik Nadji, Interlochen",<b> Co-Author(s): </b>,None,"In this information sharing session, the speaker will illustrate how he has used PER literature effectively and specifically to enhance the lab experience of his Physics students. In addition, the session will feature samples of students' work, sample lab ConcepTests developed by the speaker, and additional suggested lab and/or project activities that have been used by the speaker throughout the years.",None
Session:,,Contributed,Title:,Experimental Marshmallow Physics: Young?s Modulus and Speed of Sound,Meeting:,"2007 AAPT Summer Meeting: Greensboro, NC",Location:,Imperial A,Date:,"Wednesday, Aug.01",<b> Time: </b>,4:10PM - 4:20PM,<b> Author: </b>,"Kenneth Pestka, II, Dalton State College",<b> Co-Author(s): </b>,None,"In this work a simple, fun and inexpensive experiment for measuring Young's modulus and determining the sound speed of marshmallow will be presented. Unlike typical Young's modulus experiments, which often require complex and expensive equipment, this exercise can be accomplished with minimal equipment including calibrated masses, rulers and marshmallows. The experiment exposes students to the essentials of elastic theory and sound propagation at a level suitable for AP physics or introductory university courses, as well as an opportunity to explore more advanced topics pertaining to nonlinear elastic phenomena and physical acoustics.",None
Session:,Integrating Computation into the Curriculum,Poster,Title:,Earth's 'Other Moon': An Exercise in Computational Dynamics,Meeting:,"2007 AAPT Summer Meeting: Greensboro, NC",Location:,Oak B-C,Date:,"Monday, Jul.30",<b> Time: </b>,9:30PM - 10:00PM,<b> Author: </b>,"Douglas R Allen, Dordt College",<b> Co-Author(s): </b>,None,"In September 2006, a meter-sized object was temporarily captured by the Earth?s gravity. Designated 6R10DB9, the object will make three orbits around the Earth before leaving geocentric orbit, according to the Jet Propulsion Laboratory?s HORIZONS solar system data and ephemeris computation service (http://ssd.jpl.nasa.gov/?horizons). This event provided an excellent case-study for an upper-level undergraduate classical mechanics course. The students used a Mathcad four-body (Sun, Earth, Moon, and 6R10DB9) simulation to reproduce the object?s path and examine its dynamics. Initial positions and velocities were downloaded from the HORIZONS service and integration was performed using a fourth-order Runge-Kutta scheme. The sensitivity to initial conditions was examined along with a determination of the lunar gravitational influence. It was found that the Moon?s presence causes 6R10DB9 to orbit the Earth three times rather than once. Coupling the Mathcad program with HORIZONS data allows numerous other potential applications for physics and astronomy classes.",None
Session:,Mentoring Students in Undergraduate Research,Poster,Title:,Engaging Physics Undergraduates in Nanoscale Science and Engineering Research,Meeting:,"2007 AAPT Summer Meeting: Greensboro, NC",Location:,Pre-Function,Date:,"Tuesday, Jul.31",<b> Time: </b>,8:00AM - 9:00AM,<b> Author: </b>,"Jie Zou, Eastern Illinois University",<b> Co-Author(s): </b>,None,"Nanoscale Science and Engineering provides exciting interdisciplinary research opportunities for undergraduate students in physics, chemistry, biology, and engineering. One particular area in this field that I have introduced to our physics undergraduates is the computational modeling of thermal conductivity in semiconductor nanostructures. In the past two years, four undergraduate students have participated in this research, resulting in several undergraduate research awards, a faculty mentor award, and a journal article publication with undergraduate co-authors. In this poster, based on my experiences as a faculty mentor, I will discuss the challenges and effective ways in engaging undergraduate students in research. The focus of the poster is on (i) how to motivate students? interest in research, (ii) how to effectively provide supervision for undergraduate students and at the same time give them ample opportunities for independent research and individual creativity, and (iii) how to improve their scientific writing and presentation skills.",None
Session:,,Contributed,Title:,Reasons for decline in popularity of the most widely used High School Physics text,Meeting:,"2007 AAPT Summer Meeting: Greensboro, NC",Location:,Imperial E,Date:,"Monday, Jul.30",<b> Time: </b>,8:00PM - 8:15PM,<b> Author: </b>,Stewart E Brekke,<b> Co-Author(s): </b>,None,"What used to be a user friendly most popular high school text, Physics:Principles and Problems, has declined in use from about 50% of all high school teachers to 40%. The original format of a single concept lesson with examples on how to do every problem type with drills and practices of about 6-10 problems of the same type has been abandoned in the latest edition for a much more difficult format of 3 or 4 different problems based on a formula. This latest format is much more difficult not only for the average student, who could easily master the problem types in earlier editions, but also for the teacher who will have to make his own drills and practices usually taking hours of preparation not needed in earlier editions of this text.",None
Session:,Best Practices in Teaching with Technology,Contributed,Title:,Adopt-a-Physicist: Connecting High School Students with Physicists,Meeting:,"2007 AAPT Summer Meeting: Greensboro, NC",Location:,Imperial E,Date:,"Monday, Jul.30",<b> Time: </b>,8:15PM - 8:30PM,<b> Author: </b>,"Kendra Rand, American Physical Society",<b> Co-Author(s): </b>,Jessica Clark,"Many high school students do not know the range of opportunities open to physics graduates. In order to expose high school students to the variety of careers available to people that study physics and to combat misconceptions about what physicists ``look like,'' the American Physical Society created the Adopt-a-Physicist program. Through this program high school physics students find out first-hand about the careers, educational backgrounds, and lives of physics graduates (defined as people with bachelor's degrees or higher in physics). Classes ``adopt'' physicists by registering for their online discussion forums hosted on compadre.org. Students and physicists then interact regularly during the three-week session when the discussion forums are active. Results from the preliminary session and upgrades for the coming session will be discussed. More details are available at http://www.adoptaphysicist.org.","Jessica Clark, American Physical Society"
Session:,,Invited,Title:,Teaching Physics and Chemistry in Denmark,Meeting:,"2007 AAPT Summer Meeting: Greensboro, NC",Location:,Imperial B,Date:,"Tuesday, Jul.31",<b> Time: </b>,3:30PM - 4:00PM,<b> Author: </b>,"Erland Andersen, Fysik og kemilrerforeningen",<b> Co-Author(s): </b>,None,"Teaching Physics and Chemistry in Denmark Science teaching in Denmark is characterized by a lot of experimental works with a number of degrees of freedom. Therefore the final exams include experimental work. And furthermore, rather uniquely for Denmark the exam is oral and takes 2 hours. I my talk I will describe the experimental elements in Danish teaching and how we practice oral examinations after class 9 and I will bring examples of questions for the exam. From this year every student in class 9 must take an online adaptive It-test in Physics/Chemistry. I will tell about this new test and give examples of questions in the test. Erland Andersen Teacher and Former national advisor in Physics/Chemistry and Science.",None
Session:,,Poster,Title:,Modified method for finding exact sums for particular infinite series,Meeting:,"2007 AAPT Summer Meeting: Greensboro, NC",Location:,Colony B-C,Date:,"Sunday, Jul.29",<b> Time: </b>,6:30PM - 8:00PM,<b> Author: </b>,"Jonathan P Arnold, University of Cental Florida",<b> Co-Author(s): </b>,Costas J Efthimiou,"A modified method for finding exact sums of particular 1/n^2 series, whose solution has applications in particular problems in Quantum Field Theory.",Society of Physics Students
