Session:,,Contributed,Title:,The Specificity Effect: Implications for Transfer in Physics Learning,Meeting:,"2008 Summer Meeting: Edmonton, Alberta",Location:,ETLC E1-013,Date:,,<b> Time: </b>,2:05PM - 2:15PM,<b> Author: </b>,David T. Brookes,<b> Co-Author(s): </b>,"Brian H. Ross, Jos Mestre","In physics instruction we often present students with an abstract principle, and then illustrate the principle with one or more examples. We hope that students will use the examples to refine their understanding of the principle and be able to transfer the principle to new situations. However, research in cognitive science has shown that students' understanding of a new principle may become bound up with the example(s) used to illustrate it. We report on a study with physics students to see if this ""specificity effect"" was present in their reasoning. The data show that even students who understand and can implement a particular physics principle have a strong tendency to discard that principle when the transfer task appears superficially similar to their training example. The implications of this effect for transfer and expertise will be discussed.",None
Session:,Introductory College Physics,Poster,Title:,Old Physics Demonstration Equipment,Meeting:,"2008 Summer Meeting: Edmonton, Alberta",Location:,ETLC-Solarium,Date:,,<b> Time: </b>,8:00AM - 9:00AM,<b> Author: </b>,"Bob Powell, University of West Georgia",<b> Co-Author(s): </b>,"Robert Moore, Jr.","Physicists at the University of West Georgia have preserved several old items, such as a manual vacuum pump, large whistle, resonance apparatus, electrostatic generator, and ray tracing apparatus. Some of these items were used in a display of early physics equipment at the University of West Georgia during its centennial year of 2006-2007. Several papers and posters were presented at the 2007 AAPT Summer Meeting at Greensboro, NC, about physics equipment used in the early 1900s or earlier. The authors realized some of the displayed equipment was likely to be much older than they thought. This poster shows pictures of some of the equipment and describes attempts to date the items.",None
Session:,Astronomy,Poster,Title:,A Hands-on Activity Involving Scale for Liberal Arts Majors,Meeting:,"2008 Summer Meeting: Edmonton, Alberta",Location:,ETLC-Solarium,Date:,,<b> Time: </b>,8:00AM - 9:00AM,<b> Author: </b>,"Jennifer Kirkey, Douglas College",<b> Co-Author(s): </b>,None,"Astronomy courses for liberal arts majors are common and popular. The students' abilities, and most importantly, attitudes toward mathematics make laboratory activities challenging. We found this activity a surprising success. Near the end of the semester, students were given a bag with a set of Styrofoam spheres. The bag held about twice as many spheres as were needed. The largest sphere was about 6 inches or 150 millimetres in diameter. There was a tape measure on the floor. The students were told to assume the spheres were the eight planets and three dwarf planets. To scale, they put the planets in order and to the correct distance. The students completed the lab successfully. It was the one and only time they did not complain about the having to do math. They enjoyed spending extra time decorating the planets. The students rated it as their favorite activity of the semester.",None
Session:,Advanced Physics,Poster,Title:,"A Capstone Project: Assembling, Characterizing, and Modeling a Stirling Engine",Meeting:,"2008 Summer Meeting: Edmonton, Alberta",Location:,ETLC Solarium,Date:,,<b> Time: </b>,8:00AM - 9:00AM,<b> Author: </b>,"Ernest R. Behringer, Eastern Michigan University",<b> Co-Author(s): </b>,None,"PHY 420 Capstone Project is a course that is intended to develop and augment a variety of student skills, including searching the literature, designing and conducting experiments, designing and constructing theoretical and computational models, and communicating technical information using written, verbal, and graphical means. During winter 2008, students taking PHY 420 assembled, characterized, and modeled a PASCO Model SE-8590 Stirling Engine. These students presented the results of their investigations at the Eastern Michigan University Undergraduate Symposium as well as to the Department of Physics and Astronomy. The nature of the project also enabled reflection upon the physical constraints that influence the fulfillment of societal needs. A detailed description of the course and its impact on the students will be given.",None
Session:,PER around the world,Poster,Title:,Observing Differences in Problems Apparently Similar,Meeting:,"2008 Summer Meeting: Edmonton, Alberta",Location:,ETLC Solarium,Date:,,<b> Time: </b>,5:00PM - 6:00PM,<b> Author: </b>,"Hugo Alarcon, Tecnologico de Monterrey",<b> Co-Author(s): </b>,Alejandro Mijangos,"The purpose of this research is to understand why sometimes a student can solve a problem correctly and cannot solve another problem when both of them are apparently similar, in terms that those problems assess the same concepts and mathematical skills. We have used resource graphs [1] to analyze the solutions presented by physics students in a course of Mathematical Methods in problems that involve the application of the expansion of functions in power series. The different solutions of students were translated in diagrams, which have clarified the differences between problems that are apparently similar.","[1] M. C. Wittmann, Phys. Rev. ST Phys. Educ. Res. 2, 020105 (2006)."
Session:,,Contributed,Title:,WebTOP: Waves and Optics Learning Activities Using X3D,Meeting:,"2008 Summer Meeting: Edmonton, Alberta",Location:,NRE-2-001,Date:,,<b> Time: </b>,2:05PM - 2:15PM,<b> Author: </b>,"Taha Mzoughi, Kennesaw State University",<b> Co-Author(s): </b>,John T. Foley,"WebTOP is a 3D interactive computer graphics system developed to help instructors teach and students learn about waves and optics. Topics addressed by WebTOP include waves, geometrical optics, reflection and refraction, polarization, interference, diffraction, lasers, scattering and the photoelectric effect. Each WebTOP module has an interactive simulation, a theory section, sets of examples and exercises, and a scripting feature for recording interactions. In addition, WebTOP includes several highly interactive guided tutorials. To help ensure that WebTOP modules abide by current standards for 3D web visualization, we are porting the modules to X3D, the new standard for displaying 3D computer graphics. X3D replaces the Virtual Reality Modeling Language (VRML) and offers several new enhancements. Most noteworthy is the fact that X3D based applications do not require the use of a plug-in and they can run on all popular computer platforms (Windows, Mac and Linux). We will use the presentation to demonstrate several of the new X3D WebTOP modules and the other resources available through WebTOP. WebTOP is sponsored in part by the National Science Foundation (DUE 0231217).",None
Session:,,Contributed,Title:,"Evolution of Student Knowledge: Pre, Post and in Between",Meeting:,"2008 Summer Meeting: Edmonton, Alberta",Location:,ETLC-E1-013,Date:,,<b> Time: </b>,10:00AM - 10:10AM,<b> Author: </b>,"Eleanor C. Sayre, Ohio State University",<b> Co-Author(s): </b>,Andrew F Heckler,"In the physics education research community, a common format for evaluation is pre- and post-tests. At The Ohio State University, we take advantage of our large class sizes by collecting more frequent data points. The data cover the first two quarters (mechanics, E&M;) of a calculus-based introductory sequence populated primarily by first- and second-year engineering majors. Different subpopulations of students are evaluated every week of the quarter using a variety of conceptual and procedural tasks. Unsurprisingly for a traditional introductory course, there is little change on many conceptual questions. However, preliminary data suggest that some student ideas peak and decay during a quarter, a pattern expected from memory research yet unpredicted by pre-/post-testing.","This research is partially supported by a grant from the Institute of Education Sciences, U.S. Department of Education (#R305H050125)."
Session:,PER: Student Understanding of Specific Topics (Poster),Poster,Title:,Assessing the Concepts of Integration and Differentiation in Multivariable Calculus,Meeting:,"2008 Summer Meeting: Edmonton, Alberta",Location:,ETLC-Solarium,Date:,,<b> Time: </b>,5:00PM - 6:00PM,<b> Author: </b>,"Warren M. Christensen, University of Maine",<b> Co-Author(s): </b>,"John R Thompson, Donald B Mountcastle","Previous work on students' understanding of graphical interpretation of slope, derivative, and area under curves in various physics contexts has shown substantial difficulties, most notably in kinematics.[1] Concurrently, several reports point toward students' lack of algebraic acumen as a likely cause for their low achievement in a physics classroom.[2] In order to see if some of the documented issues arise from being asked mathematical questions about single- and multivariable calculus concepts in a physics course, we administered a brief survey on these basic concepts to students near the end of multivariable calculus. Some of the questions are based on our earlier work in thermal physics that are essentially stripped of their physics content. Initial findings show that even after three semesters of university-level calculus students struggle with basic concepts of integration and derivative. Individual survey items and summative scores will be presented.","[1] Beichner, Am. J. Phys. 62 750 (1994). [2] Meltzer, Am. J. Phys. 70 1259 (2002). *Supported in part by NSF Grants PHY-0406764, REC-0633951, and the Maine Academic Prominence Initiative"
Session:,,Poster,Title:,A Set of Classroom Assessment Techniques for Introductory Physics Courses,Meeting:,"2008 Summer Meeting: Edmonton, Alberta",Location:,ETLC-Solarium,Date:,,<b> Time: </b>,8:00AM - 9:00AM,<b> Author: </b>,"Jennifer Kirkey, Douglas College",<b> Co-Author(s): </b>,None,"There is a long and well-documented history of classroom assessment. This poster is not an introduction to the field of classroom assessment. Cross and Angelo, in",None
Session:,PER: Issues in Instructional Reform (Poster),Poster,Title:,Student Perceptions and Changing Attitudes: A Window on Curriculum Reform,Meeting:,"2008 Summer Meeting: Edmonton, Alberta",Location:,ETLC Solarium,Date:,,<b> Time: </b>,5:00PM - 6:00PM,<b> Author: </b>,"Daniel R. Able, Purdue University",<b> Co-Author(s): </b>,"Lynn Bryan, Melissa Yale, Mark Haugan, Deborah Bennett","This study is part of a larger longitudinal research agenda examining the large-scale implementation of a reform-based introductory physics curriculum,","Additional Author: Jennifer Brodar, Purdue University"
Session:,,Contributed,Title:,Clicker Use in Upper-Level Courses,Meeting:,"2008 Summer Meeting: Edmonton, Alberta",Location:,ETLC-E1-013,Date:,,<b> Time: </b>,9:40AM - 9:50AM,<b> Author: </b>,"Michael Dubson, University of Colorado at Boulder",<b> Co-Author(s): </b>,"Steven Pollock, Stephanie Chasteen, Noah Finkelstein, Katherine Perkins","At CU Boulder, clicker use with peer instruction is now the norm in all of the freshmen physics classes, and almost all of the sophomore physics classes. In the last few years, we have begun to introduce interactive engagement techniques, including clicker use, in junior and senior-level courses, including Math Methods, QM1, E&M1;, and StatMech. We will give a history of ongoing transformation efforts, and we will list the attributes of successful and unsuccessful clicker questions, with examples from several upper-division courses.",Partially supported by NSF DUE 0737118 and by the University of Colorado through the Science Education Initiative
Session:,,Poster,Title:,Teaching Electromagnetism from a Relativistic Viewpoint,Meeting:,"2008 Summer Meeting: Edmonton, Alberta",Location:,ME-2-3,Date:,,<b> Time: </b>,9:00AM - 11:00AM,<b> Author: </b>,Roberto B. Salgado,<b> Co-Author(s): </b>,None,"Jammer & Stachel (1980) suggested that a Galilean-invariant theory of Electomagnetism [formulated by Le Bellac & Levy-Leblond (1973)] can be used as a stepping stone in a new pedagogical approach to teaching Lorentz-invariant electromagnetism. We present a formulation of this idea in the context of Spacetime Trigonometry, a new geometric framework for teaching relativity.","Jammer, M. & Stachel, J., (1980). If Maxwell had worked between Ampere and Faraday: An historical fable with a pedagogical moral, Am J Phys, 48(1), 5-7. Le Bellac, M., & Levy-Leblond, J.-M. (1973). Galilean electromagnetism, Nuovo Cimento, 14B, 217-233. (For Spacetime Trigonometry, refer to http://www.aapt-doorway.org/Posters/SalgadoPoster/SalgadoPoster.htm )"
Session:,Educational Technology,Poster,Title:,Students' Perceptions and Interpretations of Clicker Questions,Meeting:,"2008 Summer Meeting: Edmonton, Alberta",Location:,ETLC-Solarium,Date:,,<b> Time: </b>,8:00AM - 9:00AM,<b> Author: </b>,"Lin Ding, The Ohio State University",<b> Co-Author(s): </b>,"Albert Lee, Neville W. Reay, Lei Bao","Studies have shown that students differ from experts in many aspects of learning and practicing physics, including conceptual understanding, knowledge organization and problem solving. However, there is limited research devoted to how differently students, when encountering physics questions, perceive and interpret given information. Results from this research can be useful for course materials design, such as clicker questions. We developed a series of multiple-choice clicker sequences and conducted student interviews to observe how students view and construe the given conditions in clicker questions. One primary purpose is to validate clicker questions with the audience--students--who may provide a different perspective of question design. We find that students often have a different level of ability in distinguishing relevant and irrelevant information; consequently students are easily distracted by irrelevant features. Our observations from student interviews have resulted in a significant number of major modifications in clicker questions.",None
Session:,PER: Issues in Instructional Reform (Poster),Poster,Title:,Relationship Between Student Epistemology and Approach to Physics Problem Solving,Meeting:,"2008 Summer Meeting: Edmonton, Alberta",Location:,ETLC-Solarium,Date:,,<b> Time: </b>,5:00PM - 6:00PM,<b> Author: </b>,"Bernard Griggs, II, Purdue University",<b> Co-Author(s): </b>,"Mark P Haugan, Lynn A Bryan, Deborah E Bennett","Research has shown that students' beliefs about how they learn can affect they way in which they learn. Their beliefs can vary greatly and often differ from the beliefs instructors hold about learning and about the purposes of assigned tasks. Given that problem solving is an integral part of students' experience in introductory physics courses, we investigated the relationship between students' epistemologies (their personal philosophies about learning) and their approaches to physics problem solving. Using a case-study design, we conducted think-aloud interviews with students while they solve a series of mechanics problem. Interview data was analyzed using constant comparative method and students' problem solving was analyzed using a rubric developed at our institution. This study was conducted in the context of a large-scale implementation of Matter & Interactions, an innovative introductory curriculum emphasizing reasoning from fundamental physics principles and the microscopic structure of matter.",None
Session:,Physics Teacher Preparation Around the US,Poster,Title:,Assessing Knowledge in a Graduate Course on PER,Meeting:,"2008 Summer Meeting: Edmonton, Alberta",Location:,ETLC-Solarium,Date:,,<b> Time: </b>,5:00PM - 6:00PM,<b> Author: </b>,"John R. Thompson, University of Maine",<b> Co-Author(s): </b>,"Warren M. Christensen, Michael C. Wittmann","The University of Maine Master of Science in Teaching program includes a pair of graduate courses entitled Integrated Approaches in Physics Education. The courses integrate understanding of different elements of physics education research (PER), including research into student learning, content knowledge (CK) from the perspective of how it is learned, and reform-based curricula together with published evidence of their effectiveness. Course elements include equal parts studying physics through proven curricula and discussion of research results from PER literature. As part of our course development, we are researching course participants' understanding of content, pedagogy, and education research. We are also exploring assessment methods to analyze graduate student pedagogical content knowledge (PCK). Early findings indicate that the courses improve both CK and PCK. However, the improvement in these two arenas seems to be dependent on the background physics content knowledge of the student.",Supported in part by the Maine Economic Improvement Fund and the Maine Academic Prominence Initiative.
Session:,Physics Teacher Preparation Around the US,Poster,Title:,Assessing Pre-service Teachers Using an Interview Protocol Based on C-LASS,Meeting:,"2008 Summer Meeting: Edmonton, Alberta",Location:,ETLC-Solarium,Date:,,<b> Time: </b>,5:00PM - 6:00PM,<b> Author: </b>,"Idaykis Rodriguez, Florida International University",<b> Co-Author(s): </b>,"Eric Brewe, Laird Kramer, George O'Brien, Leanne Wells","We report results from an interview study of prospective pre-service teachers serving as undergraduate Learning Assistants (Las) in Florida International University's (FIU's) PhysTEC Project. The goal of the study was to investigate both characteristics of students drawn to the PhysTEC program and how they changed as a result of their first early field experience. Their early field experiences included assisting in reformed physics classrooms and laboratories. Seven students were interviewed prior to and after their field experiences, using a protocol based on the Colorado Learning Attitudes about Science Survey (C-LASS) instrument[1]. Students completed the C-LASS and then were asked to explain their responses in interview sessions. Students were also asked about their background and experiences in physics courses. Results of the interview study and measured impact on course reform will be presented.","FIU PhysTEC is supported by a grant from APS, AIP, & AAPT. Also supported by CHEPREO, NSF Award #0312038. [1] Adams, W. K., et al., Phys. Rev. ST PER 2006, 2, 010101. *Sponsored by Laird Kramer"
Session:,PER: Introductory Course (Poster),Poster,Title:,Modeling-based Physics Courses as a Vehicle for Physics Community Reform,Meeting:,"2008 Summer Meeting: Edmonton, Alberta",Location:,ETLC-Solarium,Date:,,<b> Time: </b>,5:00PM - 6:00PM,<b> Author: </b>,"Laird Kramer, Florida International University",<b> Co-Author(s): </b>,"Eric Brewe, George O'Brien, Jeffery M Saul","Modeling-based introductory physics courses are the foundation for undergraduate student community reform at Florida International University (FIU). During these courses, students learn cooperatively in groups and build their scientific reasoning skills as they actively engage content and build their physics understanding. Upon completing these courses, physics majors continue learning cooperatively in a rich learning, teaching, and research community supported by CHEPREO. CHEPREO, the Center for High-Energy Physics Research and Education Outreach, is located at FIU, a MSI serving more than 38,000 students in Miami, FL. The presentation will include learning and epistemological gains as well as performance in upper-division physics courses for majors, with comparisons between students in modeling courses and traditional lecture classes. We find that modeling students outperform traditional students as indicated by these measures, and report the first significant gain in favorable attitudes toward science and science learning.","Work Supported by NSF Award #0312038 and also by the FIU PhysTEC Project, a grant from APS, AIP, & AAPT."
Session:,,Poster,Title:,The International Year of Astronomy at BYU,Meeting:,"2008 Summer Meeting: Edmonton, Alberta",Location:,ME 2-3,Date:,,<b> Time: </b>,1:45PM - 3:45PM,<b> Author: </b>,"Eric G. Hintz, Brigham Young University",<b> Co-Author(s): </b>,Michael D. Joner,"Over the course of the International Year of Astronomy, the Astronomy Research Group is planning a number of displays and activities. We will have a display of historical astronomy texts, including a first edition of Galileo's Dialogo dei Massimi Sistemi at the special collections area of our library. We are also planning a display of astronomical art, a telescope display in the science center, and a number of faculty lectures. These events will be open to the general public, but also be designed to support our introductory astronomy classes. Finally we are looking at involving the public in real research projects using our newly installed 0.9-m telescope and other research facilities.",None
Session:,PER: Student Understanding of Specific Topics (Poster),Poster,Title:,Student Understanding of P-V Diagrams and Conceptions about Integration,Meeting:,"2008 Summer Meeting: Edmonton, Alberta",Location:,ETLC-Solarium,Date:,,<b> Time: </b>,5:00PM - 6:00PM,<b> Author: </b>,"Evan B. Pollock, University of Maine",<b> Co-Author(s): </b>,"Brandon R. Bucy, John R. Thompson, Donald B. Mountcastle","As part of ongoing research into upper-level undergraduate student understanding of thermodynamics at the University of Maine, we report on students' understanding of thermodynamic work, internal energy and the associated mathematics. New interview data of physics majors, as well as written data obtained in a Calculus III class, support our previous findings [1] and provide for a more in-depth look into factors impacting student difficulties with thermodynamic quantities. Analysis of written and interview data has revealed student conceptions about integration that might otherwise be interpreted as conceptual difficulties with the physics. The data suggest that students' application of the state function concept to thermodynamic work may be due in part to incorrect conceptions regarding integration. The data also suggest that students lack the correct mathematical foundation of the state function concept, which may be a factor in its indiscriminate application.","1. E. B. Pollock, J. R. Thompson, and D. B. Mountcastle, Student Understanding Of The Physics And Mathematics Of Process Variables In P-V Diagrams, AIP Conf. Proc. 951, 168 (2007), Work supported in part by NSF Grants #PHY-0406764 and #REC-0633951."
Session:,Introductory College Physics,Poster,Title:,Rumble Strips and the Doppler Shift,Meeting:,"2008 Summer Meeting: Edmonton, Alberta",Location:,ETLC-Solarium,Date:,,<b> Time: </b>,8:00AM - 9:00AM,<b> Author: </b>,"Lawrence B. Rees, Brigham Young University",<b> Co-Author(s): </b>,None,"Rumble strips, the periodic grooves cut into road surfaces to warn drivers when they leave their lanes, provide an excellent way for students to visualize the Doppler shift. Since one pulse is produced each time a car encounters a groove, students can see exactly where each pulse is produced. Given that information and the speed of sound, it is easy to determine when each pulse arrives at an observer. Furthermore, the velocity of the source can be deduced from the frequency of the sound, so there is no need for an independent measurement of the source velocity. The details of the model and its application to a ""speed trap"" laboratory are described.",None
Session:,,Contributed,Title:,Student Conceptions of Integration and Their Impact on Thermodynamic Work,Meeting:,"2008 Summer Meeting: Edmonton, Alberta",Location:,ETLC-E1-013,Date:,,<b> Time: </b>,9:20AM - 9:30AM,<b> Author: </b>,"Evan B. Pollock, University of Maine",<b> Co-Author(s): </b>,"John R. Thompson, Brandon R. Bucy, Donald B . Mountcastle","As part of ongoing research on the teaching and learning of thermodynamics at the advanced undergraduate level, we explore student conceptions of thermodynamic work and the related mathematical concepts through an analysis of personal interviews. Students were given a P-V diagram and asked to answer qualitative questions pertaining to work (PdV) and internal energy of two processes shown on the diagram. The physics questions were paired with equivalent qualitative math questions asking about signs and comparisons of magnitudes of various integrals, including path integrals. Students exhibited considerable difficulties when asked to preform integrations over a predefined path. The interviews have uncovered evidence that some students rely on the length of the integration path, and/or symmetry of the paths when comparing the magnitude of two integrals, rather than area under the curve to answer questions requiring integration. These notions negatively impact student performance on questions pertaining to thermodynamic work.",Work supported in part by NSF Grants #PHY-0406764 and #REC-0633951
